sku,product_name,category,subcategory,brand,price,cost,weight_lbs,length_in,width_in,height_in,shipping_class,stock_quantity,is_active
OR-OG-00311,IronPeak Fitness Essential Cornhole Set LT 11,Outdoor Recreation,Outdoor Games,IronPeak Fitness,230.99,163.66,47.47,47.63,23.04,8.48,LARGE,100,TRUE
OR-OG-00312,Pulse Athletics Pro Bocce Ball Set GT 12,Outdoor Recreation,Outdoor Games,Pulse Athletics,75.99,47.38,18.29,13.24,10.77,7.38,STANDARD,1000,TRUE
OR-OG-00313,RidgeRunner Premier Cornhole Set X2 13,Outdoor Recreation,Outdoor Games,RidgeRunner,221.99,107.98,45.16,49.63,27.61,7.19,LARGE,100,TRUE
OR-OG-00314,TitanTrail Performance Ladder Toss Set NX 14,Outdoor Recreation,Outdoor Games,TitanTrail,53.99,32.55,8.83,26.06,10.38,8.41,STANDARD,1000,TRUE
OR-OG-00315,FieldCraft Competition Bocce Ball Set Max 15,Outdoor Recreation,Outdoor Games,FieldCraft,92.99,45.33,14.70,14.37,11.17,8.56,STANDARD,1000,TRUE
OR-OG-00316,Summit Sports Essential Ladder Toss Set X2 16,Outdoor Recreation,Outdoor Games,Summit Sports,62.99,30.86,4.20,27.96,10.54,7.10,STANDARD,1000,TRUE
OR-OG-00317,Pulse Athletics Active Bocce Ball Set Max 17,Outdoor Recreation,Outdoor Games,Pulse Athletics,40.99,26.14,11.93,13.97,11.05,8.36,STANDARD,1000,TRUE
OR-OG-00318,TitanTrail Endurance Cornhole Set X2 18,Outdoor Recreation,Outdoor Games,TitanTrail,232.99,149.87,49.29,45.07,25.39,7.92,LARGE,100,TRUE
OR-OG-00319,TitanTrail Premier Ladder Toss Set Edge 19,Outdoor Recreation,Outdoor Games,TitanTrail,37.99,24.31,4.84,27.88,10.68,7.19,STANDARD,1000,TRUE
OR-OG-00320,ForgeLine Endurance Bocce Ball Set XR 20,Outdoor Recreation,Outdoor Games,ForgeLine,65.99,38.11,11.88,13.29,9.05,8.83,STANDARD,1000,TRUE
RS-T-00321,CourtLine Performance Tennis Racquet X2,Racquet Sports,Tennis,CourtLine,40.99,21.99,0.83,28.43,11.50,3.03,STANDARD,1000,TRUE
RS-T-00322,Altitude Works Competition Racquet Bag LT,Racquet Sports,Tennis,Altitude Works,57.99,41.50,1.61,26.64,12.57,7.52,STANDARD,1000,TRUE
RS-T-00323,ForgeLine Essential Tennis Racquet Max,Racquet Sports,Tennis,ForgeLine,225.91,121.28,0.89,25.62,11.73,3.09,STANDARD,1000,TRUE
RS-T-00324,StrikeZone Athletics Endurance Tennis Net X2,Racquet Sports,Tennis,StrikeZone Athletics,112.99,69.43,23.53,41.22,9.81,10.29,LARGE,100,TRUE
RS-T-00325,CourtLine Competition Tennis Ball Case Edge,Racquet Sports,Tennis,CourtLine,64.99,32.08,14.55,19.61,13.37,9.33,STANDARD,1000,TRUE
RS-T-00326,Redwood Sporting Classic Tennis Ball Case X1,Racquet Sports,Tennis,Redwood Sporting,108.42,73.87,11.41,19.37,14.00,9.71,STANDARD,1000,TRUE
RS-T-00327,BlueWave Sports Elite Tennis Racquet X2,Racquet Sports,Tennis,BlueWave Sports,101.99,60.02,0.80,26.76,10.69,3.34,STANDARD,1000,TRUE
RS-T-00328,ForgeLine Premier Racquet Bag LT,Racquet Sports,Tennis,ForgeLine,133.14,80.63,1.09,31.65,14.08,7.54,STANDARD,1000,TRUE
RS-T-00329,Pulse Athletics Performance Tennis Ball Case Max 9,Racquet Sports,Tennis,Pulse Athletics,90.99,49.59,10.35,18.86,14.15,10.02,STANDARD,1000,TRUE
RS-T-00330,Northstar Outdoor Premier Racquet Bag S 10,Racquet Sports,Tennis,Northstar Outdoor,86.99,41.86,3.60,28.03,13.05,7.38,STANDARD,1000,TRUE
RS-T-00331,PeakMotion Competition Racquet Bag Max 11,Racquet Sports,Tennis,PeakMotion,45.99,32.36,3.38,31.40,13.22,7.60,STANDARD,1000,TRUE
RS-T-00332,Summit Sports Trail Tennis Net GT 12,Racquet Sports,Tennis,Summit Sports,201.38,133.45,15.78,37.13,9.92,10.21,LARGE,100,TRUE
RS-T-00333,Summit Sports Endurance Tennis Racquet S 13,Racquet Sports,Tennis,Summit Sports,167.99,91.27,0.90,27.40,11.14,3.15,STANDARD,1000,TRUE
RS-T-00334,Northstar Outdoor Elite Tennis Racquet LT 14,Racquet Sports,Tennis,Northstar Outdoor,52.34,32.97,0.70,30.57,12.90,3.29,STANDARD,1000,TRUE
RS-T-00335,Northstar Outdoor Core Racquet Bag LT 15,Racquet Sports,Tennis,Northstar Outdoor,87.99,53.33,1.09,26.73,14.06,6.24,STANDARD,1000,TRUE
RS-T-00336,TrailForge Precision Tennis Racquet X1 16,Racquet Sports,Tennis,TrailForge,158.99,86.07,1.07,27.54,10.72,3.13,STANDARD,1000,TRUE
RS-T-00337,Redwood Sporting Essential Tennis Net S 17,Racquet Sports,Tennis,Redwood Sporting,392.99,237.53,23.36,39.07,9.31,10.96,LARGE,100,TRUE
RS-T-00338,Vantage Sport Premier Tennis Net GT 18,Racquet Sports,Tennis,Vantage Sport,153.99,86.78,21.61,41.77,10.19,9.48,LARGE,100,TRUE
RS-T-00339,Altitude Works Precision Tennis Racquet X1 19,Racquet Sports,Tennis,Altitude Works,144.99,78.59,0.93,28.21,10.88,3.02,STANDARD,1000,TRUE
RS-T-00340,Vantage Sport Premier Tennis Ball Case S 20,Racquet Sports,Tennis,Vantage Sport,87.96,60.94,8.58,20.86,15.24,8.93,STANDARD,1000,TRUE
RS-P-00341,FieldCraft Premier Pickleball Set X2,Racquet Sports,Pickleball,FieldCraft,152.99,82.79,6.68,23.46,11.36,8.12,STANDARD,1000,TRUE
RS-P-00342,CourtLine Competition Pickleball Paddle GT,Racquet Sports,Pickleball,CourtLine,150.99,86.20,0.80,17.25,8.28,2.98,STANDARD,1000,TRUE
RS-P-00343,ForgeLine Trail Pickleball Set LT,Racquet Sports,Pickleball,ForgeLine,237.99,138.22,9.63,25.53,11.15,8.90,STANDARD,1000,TRUE
RS-P-00344,Apex Athletics Elite Pickleball Pack NX,Racquet Sports,Pickleball,Apex Athletics,28.99,19.85,0.85,10.45,7.48,6.01,STANDARD,1000,TRUE
RS-P-00345,Altitude Works Endurance Portable Pickleball Net NX,Racquet Sports,Pickleball,Altitude Works,237.99,124.85,21.48,41.95,9.12,9.43,LARGE,100,TRUE
RS-P-00346,RidgeRunner Active Pickleball Pack Edge,Racquet Sports,Pickleball,RidgeRunner,26.99,17.91,1.06,9.82,7.87,5.90,STANDARD,1000,TRUE
RS-P-00347,StrikeZone Athletics Core Pickleball Pack Pro,Racquet Sports,Pickleball,StrikeZone Athletics,31.99,22.04,0.62,9.83,8.74,5.93,STANDARD,1000,TRUE
RS-P-00348,ForgeLine Performance Pickleball Pack NX,Racquet Sports,Pickleball,ForgeLine,16.64,11.00,0.67,11.14,8.62,5.74,STANDARD,1000,TRUE
RS-P-00349,EverPeak Endurance Pickleball Pack Pro 9,Racquet Sports,Pickleball,EverPeak,30.99,21.92,0.66,10.78,7.21,5.77,STANDARD,1000,TRUE
RS-P-00350,CourtLine Competition Pickleball Set LT 10,Racquet Sports,Pickleball,CourtLine,149.99,105.75,8.95,24.97,13.07,7.40,STANDARD,1000,TRUE
RS-P-00351,ForgeLine Premier Pickleball Set XR 11,Racquet Sports,Pickleball,ForgeLine,172.99,112.08,6.33,24.66,12.86,7.13,STANDARD,1000,TRUE
RS-P-00352,Northstar Outdoor Essential Pickleball Set LT 12,Racquet Sports,Pickleball,Northstar Outdoor,65.09,43.23,8.59,24.03,13.18,8.27,STANDARD,1000,TRUE
RS-P-00353,Apex Athletics Performance Pickleball Pack LT 13,Racquet Sports,Pickleball,Apex Athletics,15.99,10.19,0.84,11.20,7.72,6.16,STANDARD,1000,TRUE
RS-P-00354,Northstar Outdoor Premier Pickleball Set Edge 14,Racquet Sports,Pickleball,Northstar Outdoor,115.99,65.54,5.38,23.80,11.24,7.32,STANDARD,1000,TRUE
RS-P-00355,Altitude Works Essential Pickleball Pack Max 15,Racquet Sports,Pickleball,Altitude Works,19.99,12.99,1.07,8.80,8.56,6.11,STANDARD,1000,TRUE
RS-P-00356,Pulse Athletics Pro Pickleball Pack Edge 16,Racquet Sports,Pickleball,Pulse Athletics,24.99,14.14,0.75,11.01,7.67,5.42,STANDARD,1000,TRUE
RS-P-00357,Redwood Sporting Endurance Pickleball Pack S 17,Racquet Sports,Pickleball,Redwood Sporting,23.99,14.87,1.94,10.89,7.84,6.71,STANDARD,1000,TRUE
RS-P-00358,RidgeRunner Core Pickleball Set NX 18,Racquet Sports,Pickleball,RidgeRunner,93.99,46.36,9.83,23.15,11.59,7.75,STANDARD,1000,TRUE
RS-P-00359,Pulse Athletics Essential Pickleball Pack Max 19,Racquet Sports,Pickleball,Pulse Athletics,16.99,11.97,1.70,9.86,7.51,5.38,STANDARD,1000,TRUE
RS-P-00360,TitanTrail Classic Pickleball Set Max 20,Racquet Sports,Pickleball,TitanTrail,231.99,130.17,8.43,25.56,11.30,7.48,STANDARD,1000,TRUE
RS-B-00361,Redwood Sporting Premier Badminton Net NX,Racquet Sports,Badminton,Redwood Sporting,176.99,100.09,17.13,34.21,9.93,8.62,LARGE,100,TRUE
RS-B-00362,Northstar Outdoor Premier Badminton Net GT,Racquet Sports,Badminton,Northstar Outdoor,64.99,40.28,17.67,37.07,9.61,8.10,LARGE,100,TRUE
RS-B-00363,Vantage Sport Trail Badminton Racquet X1,Racquet Sports,Badminton,Vantage Sport,36.64,25.96,0.31,30.11,10.58,1.85,STANDARD,1000,TRUE
RS-B-00364,TrailForge Pro Shuttlecock Pack LT,Racquet Sports,Badminton,TrailForge,9.99,6.51,0.47,8.06,5.01,4.39,STANDARD,1000,TRUE
RS-B-00365,Pulse Athletics Precision Badminton Net X1,Racquet Sports,Badminton,Pulse Athletics,133.99,75.50,16.53,34.55,9.90,8.82,LARGE,100,TRUE
RS-B-00366,PeakMotion Performance Badminton Net X1,Racquet Sports,Badminton,PeakMotion,84.90,52.92,16.91,37.49,8.82,7.43,LARGE,100,TRUE
RS-B-00367,Velocity Gear Core Badminton Net NX,Racquet Sports,Badminton,Velocity Gear,89.99,45.13,10.05,34.63,9.88,8.84,LARGE,100,TRUE
RS-B-00368,PeakMotion Essential Shuttlecock Pack Pro,Racquet Sports,Badminton,PeakMotion,24.99,16.72,0.86,8.59,5.40,4.33,STANDARD,1000,TRUE
RS-B-00369,TitanTrail Precision Badminton Set Max 9,Racquet Sports,Badminton,TitanTrail,66.99,44.22,3.02,28.06,10.63,8.42,STANDARD,1000,TRUE
RS-B-00370,Apex Athletics Performance Shuttlecock Pack NX 10,Racquet Sports,Badminton,Apex Athletics,14.99,10.44,0.62,7.49,5.28,3.78,STANDARD,1000,TRUE
RS-B-00371,RidgeRunner Active Shuttlecock Pack X1 11,Racquet Sports,Badminton,RidgeRunner,19.99,13.11,0.31,8.92,5.13,3.81,STANDARD,1000,TRUE
RS-B-00372,Summit Sports Pro Badminton Net Max 12,Racquet Sports,Badminton,Summit Sports,182.37,124.42,20.53,34.53,8.81,7.10,LARGE,100,TRUE
RS-B-00373,Velocity Gear Elite Shuttlecock Pack XR 13,Racquet Sports,Badminton,Velocity Gear,36.54,24.21,0.26,8.33,4.75,3.81,STANDARD,1000,TRUE
RS-B-00374,Apex Athletics Endurance Badminton Net Edge 14,Racquet Sports,Badminton,Apex Athletics,112.99,73.11,16.09,35.84,9.52,8.51,LARGE,100,TRUE
RS-B-00375,Pulse Athletics Precision Badminton Net NX 15,Racquet Sports,Badminton,Pulse Athletics,153.99,82.85,20.27,37.57,8.38,7.43,LARGE,100,TRUE
RS-B-00376,StrikeZone Athletics Performance Badminton Net Edge 16,Racquet Sports,Badminton,StrikeZone Athletics,141.99,72.52,21.96,32.17,8.23,8.90,LARGE,100,TRUE
RS-B-00377,Altitude Works Endurance Badminton Net X1 17,Racquet Sports,Badminton,Altitude Works,147.99,82.47,8.69,38.71,9.20,8.12,LARGE,100,TRUE
RS-B-00378,IronPeak Fitness Elite Badminton Net X1 18,Racquet Sports,Badminton,IronPeak Fitness,198.99,95.77,14.91,37.19,9.46,7.11,LARGE,100,TRUE
RS-B-00379,Redwood Sporting Trail Badminton Set Pro 19,Racquet Sports,Badminton,Redwood Sporting,61.99,35.98,6.11,30.71,9.82,7.80,STANDARD,1000,TRUE
RS-B-00380,Northstar Outdoor Trail Badminton Racquet X2 20,Racquet Sports,Badminton,Northstar Outdoor,99.93,53.83,0.32,29.18,11.01,1.98,STANDARD,1000,TRUE
RS-S-00381,Altitude Works Pro Squash Goggles X1,Racquet Sports,Squash,Altitude Works,42.99,27.34,0.61,7.47,5.34,3.32,STANDARD,1000,TRUE
RS-S-00382,BlueWave Sports Precision Squash Goggles X1,Racquet Sports,Squash,BlueWave Sports,51.99,32.13,0.37,7.11,5.15,2.72,STANDARD,1000,TRUE
RS-S-00383,BlueWave Sports Classic Squash Ball Pack Pro,Racquet Sports,Squash,BlueWave Sports,17.99,12.50,0.20,6.03,3.83,2.94,STANDARD,1000,TRUE
RS-S-00384,Northstar Outdoor Elite Squash Ball Pack GT,Racquet Sports,Squash,Northstar Outdoor,24.99,14.40,0.62,6.09,4.47,2.85,STANDARD,1000,TRUE
RS-S-00385,CoreEdge Competition Squash Racquet LT,Racquet Sports,Squash,CoreEdge,44.99,31.03,0.30,25.02,10.45,2.87,STANDARD,1000,TRUE
RS-S-00386,EverPeak Essential Squash Ball Pack LT,Racquet Sports,Squash,EverPeak,25.99,15.37,0.84,6.49,3.75,2.90,STANDARD,1000,TRUE
RS-S-00387,Northstar Outdoor Precision Squash Goggles Edge 7,Racquet Sports,Squash,Northstar Outdoor,71.99,41.45,0.47,8.30,5.22,2.72,STANDARD,1000,TRUE
RS-S-00388,Apex Athletics Precision Squash Goggles X1 8,Racquet Sports,Squash,Apex Athletics,27.99,17.33,0.29,7.73,4.71,2.77,STANDARD,1000,TRUE
RS-S-00389,Pulse Athletics Competition Squash Goggles Max 9,Racquet Sports,Squash,Pulse Athletics,45.99,23.39,0.47,7.99,5.14,2.87,STANDARD,1000,TRUE
RS-S-00390,StrikeZone Athletics Active Squash Goggles GT 10,Racquet Sports,Squash,StrikeZone Athletics,36.99,21.68,0.40,8.38,4.56,2.71,STANDARD,1000,TRUE
RS-S-00391,Altitude Works Elite Squash Goggles S 11,Racquet Sports,Squash,Altitude Works,55.99,27.90,0.38,7.41,5.22,2.79,STANDARD,1000,TRUE
RS-S-00392,BlueWave Sports Pro Squash Racquet LT 12,Racquet Sports,Squash,BlueWave Sports,159.99,103.88,0.47,29.49,8.98,3.04,STANDARD,1000,TRUE
RS-S-00393,CoreEdge Elite Squash Goggles X2 13,Racquet Sports,Squash,CoreEdge,73.75,52.85,0.55,8.91,4.89,3.21,STANDARD,1000,TRUE
RS-S-00394,BlueWave Sports Elite Squash Goggles XR 14,Racquet Sports,Squash,BlueWave Sports,43.99,24.53,0.43,7.22,5.22,3.35,STANDARD,1000,TRUE
RS-S-00395,Summit Sports Classic Squash Racquet NX 15,Racquet Sports,Squash,Summit Sports,143.99,100.45,0.67,31.01,9.53,2.98,STANDARD,1000,TRUE
RS-S-00396,BlueWave Sports Performance Squash Goggles X2 16,Racquet Sports,Squash,BlueWave Sports,29.99,20.59,0.34,7.27,4.75,2.92,STANDARD,1000,TRUE
RS-S-00397,ForgeLine Elite Squash Goggles Edge 17,Racquet Sports,Squash,ForgeLine,60.99,40.30,0.75,7.49,4.86,3.29,STANDARD,1000,TRUE
RS-S-00398,ForgeLine Essential Squash Goggles GT 18,Racquet Sports,Squash,ForgeLine,53.99,26.40,0.70,7.30,5.53,2.64,STANDARD,1000,TRUE
RS-S-00399,Pulse Athletics Competition Squash Racquet GT 19,Racquet Sports,Squash,Pulse Athletics,137.99,70.39,0.48,30.40,11.16,2.65,STANDARD,1000,TRUE
RS-S-00400,StrikeZone Athletics Active Squash Racquet Edge 20,Racquet Sports,Squash,StrikeZone Athletics,110.99,53.58,0.46,25.13,9.56,3.00,STANDARD,1000,TRUE
RS-TT-00401,ForgeLine Competition Table Tennis Ball Pack XR,Racquet Sports,Table Tennis,ForgeLine,31.99,17.15,0.97,7.59,5.10,4.41,STANDARD,1000,TRUE
RS-TT-00402,ForgeLine Performance Table Tennis Ball Pack GT,Racquet Sports,Table Tennis,ForgeLine,20.99,12.79,0.36,8.11,5.56,3.75,STANDARD,1000,TRUE
RS-TT-00403,Pulse Athletics Active Table Tennis Net Set Max,Racquet Sports,Table Tennis,Pulse Athletics,66.99,36.31,1.52,15.17,7.92,4.26,STANDARD,1000,TRUE
RS-TT-00404,RidgeRunner Precision Table Tennis Net Set X1,Racquet Sports,Table Tennis,RidgeRunner,54.99,36.30,1.02,15.57,7.12,3.74,STANDARD,1000,TRUE
RS-TT-00405,Northstar Outdoor Competition Table Tennis Net Set S,Racquet Sports,Table Tennis,Northstar Outdoor,39.99,26.61,1.22,12.63,8.06,4.06,STANDARD,1000,TRUE
RS-TT-00406,CoreEdge Competition Foldable Table Tennis Table GT,Racquet Sports,Table Tennis,CoreEdge,502.99,303.51,162.21,66.80,62.23,7.91,OVERSIZED,20,TRUE
RS-TT-00407,BlueWave Sports Competition Table Tennis Ball Pack LT,Racquet Sports,Table Tennis,BlueWave Sports,35.99,20.55,0.37,7.67,5.31,4.12,STANDARD,1000,TRUE
RS-TT-00408,Pulse Athletics Premier Table Tennis Ball Pack XR,Racquet Sports,Table Tennis,Pulse Athletics,12.99,7.16,0.41,8.59,5.54,4.26,STANDARD,1000,TRUE
RS-TT-00409,Pulse Athletics Trail Table Tennis Net Set NX 9,Racquet Sports,Table Tennis,Pulse Athletics,41.99,30.21,2.57,12.94,8.95,3.54,STANDARD,1000,TRUE
RS-TT-00410,FieldCraft Core Table Tennis Ball Pack Edge 10,Racquet Sports,Table Tennis,FieldCraft,25.99,15.62,0.26,7.88,4.64,3.77,STANDARD,1000,TRUE
RS-TT-00411,Summit Sports Performance Table Tennis Ball Pack LT 11,Racquet Sports,Table Tennis,Summit Sports,26.99,18.31,0.80,7.05,4.64,3.88,STANDARD,1000,TRUE
RS-TT-00412,BlueWave Sports Elite Table Tennis Ball Pack Max 12,Racquet Sports,Table Tennis,BlueWave Sports,31.99,17.60,0.49,8.39,5.03,4.44,STANDARD,1000,TRUE
RS-TT-00413,BlueWave Sports Core Table Tennis Paddle NX 13,Racquet Sports,Table Tennis,BlueWave Sports,38.99,24.89,0.76,12.70,8.30,3.21,STANDARD,1000,TRUE
RS-TT-00414,Redwood Sporting Trail Table Tennis Net Set Edge 14,Racquet Sports,Table Tennis,Redwood Sporting,59.99,36.91,2.42,15.65,8.35,4.35,STANDARD,1000,TRUE
RS-TT-00415,StrikeZone Athletics Essential Table Tennis Paddle X2 15,Racquet Sports,Table Tennis,StrikeZone Athletics,72.99,43.76,0.55,10.91,7.67,2.77,STANDARD,1000,TRUE
RS-TT-00416,Summit Sports Elite Table Tennis Paddle Max 16,Racquet Sports,Table Tennis,Summit Sports,35.85,19.12,0.73,12.48,8.03,3.08,STANDARD,1000,TRUE
RS-TT-00417,Pulse Athletics Trail Table Tennis Paddle GT 17,Racquet Sports,Table Tennis,Pulse Athletics,69.04,41.88,0.51,11.91,8.55,3.10,STANDARD,1000,TRUE
RS-TT-00418,TrailForge Core Foldable Table Tennis Table Pro 18,Racquet Sports,Table Tennis,TrailForge,456.99,290.81,147.07,57.73,62.41,7.81,OVERSIZED,20,TRUE
RS-TT-00419,BlueWave Sports Classic Foldable Table Tennis Table NX 19,Racquet Sports,Table Tennis,BlueWave Sports,821.99,472.69,124.25,58.47,53.41,8.47,OVERSIZED,20,TRUE
RS-TT-00420,IronPeak Fitness Classic Table Tennis Paddle X2 20,Racquet Sports,Table Tennis,IronPeak Fitness,84.99,53.87,0.42,12.93,8.61,2.95,STANDARD,1000,TRUE
G-GC-00421,Velocity Gear Classic Putter GT,Golf,Golf Clubs,Velocity Gear,317.99,201.23,1.06,35.88,6.34,4.59,LARGE,100,TRUE
G-GC-00422,IronPeak Fitness Performance Wedge XR,Golf,Golf Clubs,IronPeak Fitness,263.99,150.03,2.21,36.68,5.46,3.75,LARGE,100,TRUE
G-GC-00423,IronPeak Fitness Performance Titanium Driver S,Golf,Golf Clubs,IronPeak Fitness,598.99,312.01,0.72,49.90,6.05,6.45,LARGE,100,TRUE
G-GC-00424,TitanTrail Endurance Putter Edge,Golf,Golf Clubs,TitanTrail,248.99,138.15,1.48,41.70,5.93,4.67,LARGE,100,TRUE
G-GC-00425,TrailForge Endurance Titanium Driver X2,Golf,Golf Clubs,TrailForge,659.99,321.73,1.06,43.48,6.43,5.70,LARGE,100,TRUE
G-GC-00426,Redwood Sporting Essential Titanium Driver Max,Golf,Golf Clubs,Redwood Sporting,614.99,319.99,1.08,53.16,5.40,5.98,LARGE,100,TRUE
G-GC-00427,TitanTrail Endurance Iron Set S,Golf,Golf Clubs,TitanTrail,994.99,599.70,15.22,46.09,12.17,7.19,LARGE,100,TRUE
G-GC-00428,StrikeZone Athletics Pro Titanium Driver Edge,Golf,Golf Clubs,StrikeZone Athletics,460.99,267.66,0.91,44.47,5.32,6.14,LARGE,100,TRUE
G-GC-00429,Redwood Sporting Elite Putter Max 9,Golf,Golf Clubs,Redwood Sporting,109.99,64.52,2.16,42.51,5.42,5.51,LARGE,100,TRUE
G-GC-00430,BlueWave Sports Competition Wedge X1 10,Golf,Golf Clubs,BlueWave Sports,209.99,116.90,2.20,33.92,4.99,4.19,LARGE,100,TRUE
G-GC-00431,StrikeZone Athletics Competition Titanium Driver X2 11,Golf,Golf Clubs,StrikeZone Athletics,483.99,260.24,1.13,46.71,5.68,5.78,LARGE,100,TRUE
G-GC-00432,TrailForge Performance Iron Set Pro 12,Golf,Golf Clubs,TrailForge,1522.44,920.86,12.09,51.51,11.03,8.87,LARGE,100,TRUE
G-GC-00433,Northstar Outdoor Active Wedge S 13,Golf,Golf Clubs,Northstar Outdoor,222.99,122.96,2.08,39.75,5.15,3.97,LARGE,100,TRUE
G-GC-00434,Northstar Outdoor Trail Iron Set Pro 14,Golf,Golf Clubs,Northstar Outdoor,473.99,285.49,7.92,42.74,11.61,8.81,LARGE,100,TRUE
G-GC-00435,Altitude Works Active Iron Set X1 15,Golf,Golf Clubs,Altitude Works,1051.99,630.23,7.93,51.04,12.91,8.59,LARGE,100,TRUE
G-GC-00436,PeakMotion Elite Titanium Driver LT 16,Golf,Golf Clubs,PeakMotion,334.99,171.02,0.79,43.37,6.67,5.66,LARGE,100,TRUE
G-GC-00437,Summit Sports Core Wedge XR 17,Golf,Golf Clubs,Summit Sports,192.99,127.35,2.40,42.17,5.37,4.32,LARGE,100,TRUE
G-GC-00438,EverPeak Classic Titanium Driver Max 18,Golf,Golf Clubs,EverPeak,691.99,495.99,0.82,48.97,5.53,5.58,LARGE,100,TRUE
G-GC-00439,Apex Athletics Pro Titanium Driver Edge 19,Golf,Golf Clubs,Apex Athletics,671.99,416.78,1.16,43.35,5.84,6.20,LARGE,100,TRUE
G-GC-00440,IronPeak Fitness Core Titanium Driver Max 20,Golf,Golf Clubs,IronPeak Fitness,435.99,282.68,0.87,47.48,6.01,6.39,LARGE,100,TRUE
G-GB-00441,EverPeak Trail Practice Golf Ball Pack X1,Golf,Golf Balls,EverPeak,16.15,9.53,1.86,7.62,6.04,4.06,STANDARD,1000,TRUE
G-GB-00442,Summit Sports Performance Practice Golf Ball Pack NX,Golf,Golf Balls,Summit Sports,35.99,23.49,1.17,7.55,6.01,4.22,STANDARD,1000,TRUE
G-GB-00443,IronPeak Fitness Pro Tour Golf Ball Dozen NX,Golf,Golf Balls,IronPeak Fitness,57.99,33.64,1.29,7.13,6.10,4.36,STANDARD,1000,TRUE
G-GB-00444,TrailForge Elite Practice Golf Ball Pack Max,Golf,Golf Balls,TrailForge,38.99,26.41,1.17,7.77,5.92,4.37,STANDARD,1000,TRUE
G-GB-00445,TitanTrail Competition Practice Golf Ball Pack NX 5,Golf,Golf Balls,TitanTrail,19.99,13.38,1.47,7.13,5.55,3.72,STANDARD,1000,TRUE
G-GB-00446,Velocity Gear Trail Tour Golf Ball Dozen LT 6,Golf,Golf Balls,Velocity Gear,24.99,17.75,1.30,8.71,6.06,4.22,STANDARD,1000,TRUE
G-GB-00447,FieldCraft Pro Practice Golf Ball Pack Max 7,Golf,Golf Balls,FieldCraft,17.99,11.33,1.90,7.55,6.16,4.27,STANDARD,1000,TRUE
G-GB-00448,Redwood Sporting Precision Tour Golf Ball Dozen X1 8,Golf,Golf Balls,Redwood Sporting,28.99,16.09,1.34,7.38,6.40,3.65,STANDARD,1000,TRUE
G-GB-00449,EverPeak Performance Practice Golf Ball Pack Max 9,Golf,Golf Balls,EverPeak,24.31,13.25,1.55,7.85,6.67,3.90,STANDARD,1000,TRUE
G-GB-00450,CourtLine Elite Tour Golf Ball Dozen Max 10,Golf,Golf Balls,CourtLine,29.99,16.57,2.00,8.67,6.64,4.30,STANDARD,1000,TRUE
G-GB-00451,Pulse Athletics Elite Practice Golf Ball Pack GT 11,Golf,Golf Balls,Pulse Athletics,31.99,22.47,1.74,8.50,5.97,3.96,STANDARD,1000,TRUE
G-GB-00452,Pulse Athletics Core Tour Golf Ball Dozen Pro 12,Golf,Golf Balls,Pulse Athletics,19.99,10.72,1.03,8.04,5.85,4.12,STANDARD,1000,TRUE
G-GB-00453,BlueWave Sports Essential Tour Golf Ball Dozen XR 13,Golf,Golf Balls,BlueWave Sports,42.99,30.08,1.40,8.27,5.93,3.90,STANDARD,1000,TRUE
G-GB-00454,CoreEdge Trail Tour Golf Ball Dozen XR 14,Golf,Golf Balls,CoreEdge,58.75,30.77,1.68,7.13,5.48,4.09,STANDARD,1000,TRUE
G-GB-00455,Apex Athletics Pro Practice Golf Ball Pack XR 15,Golf,Golf Balls,Apex Athletics,22.99,11.57,1.93,8.19,5.43,4.02,STANDARD,1000,TRUE
G-GB-00456,BlueWave Sports Competition Tour Golf Ball Dozen LT 16,Golf,Golf Balls,BlueWave Sports,51.11,29.64,1.82,7.29,5.34,4.36,STANDARD,1000,TRUE
G-GB-00457,BlueWave Sports Pro Tour Golf Ball Dozen Edge 17,Golf,Golf Balls,BlueWave Sports,49.99,35.65,1.49,7.63,5.82,3.56,STANDARD,1000,TRUE
G-GB-00458,Redwood Sporting Performance Practice Golf Ball Pack GT 18,Golf,Golf Balls,Redwood Sporting,16.26,10.39,1.69,8.51,5.79,4.11,STANDARD,1000,TRUE
G-GB-00459,RidgeRunner Competition Practice Golf Ball Pack NX 19,Golf,Golf Balls,RidgeRunner,30.99,17.32,0.80,8.09,6.43,4.12,STANDARD,1000,TRUE
G-GB-00460,CourtLine Core Tour Golf Ball Dozen X1 20,Golf,Golf Balls,CourtLine,53.99,31.60,1.88,7.23,6.57,4.43,STANDARD,1000,TRUE
G-GB-00461,EverPeak Pro Cart Golf Bag NX,Golf,Golf Bags,EverPeak,341.99,206.14,11.21,37.42,14.00,14.62,LARGE,100,TRUE
G-GB-00462,TitanTrail Pro Stand Golf Bag NX,Golf,Golf Bags,TitanTrail,129.99,89.34,7.41,34.18,15.45,13.15,STANDARD,1000,TRUE
G-GB-00463,Redwood Sporting Endurance Travel Golf Bag GT,Golf,Golf Bags,Redwood Sporting,305.99,175.95,8.45,48.72,16.86,14.30,LARGE,100,TRUE
G-GB-00464,PeakMotion Premier Travel Golf Bag Pro,Golf,Golf Bags,PeakMotion,118.99,66.08,7.79,57.33,14.80,15.49,LARGE,100,TRUE
G-GB-00465,Velocity Gear Core Stand Golf Bag XR,Golf,Golf Bags,Velocity Gear,285.93,200.99,7.40,35.38,14.54,12.78,STANDARD,1000,TRUE
